"id","listing_url","name","host_id","street","property_type","room_type","accommodates","bedrooms","beds","amenities","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy"
"11948017","https://www.airbnb.com/rooms/11948017","Boston Comfort Inn Hotel room","1426567","American Legion Highway, Boston, MA 02124, United States","Loft","Shared room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,""Free Parking on Premises"",Gym,Breakfast,""Elevator in Building"",Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"11963384","https://www.airbnb.com/rooms/11963384","Lux 1BR Back Bay + Basketball Court","30283594","Arlington Street, Boston, MA 02116, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","0","","","","","","","","f","strict"
"11964926","https://www.airbnb.com/rooms/11964926","JFK ,UMASS ????????","63906798","Sydney Street, Boston, MA 02125, United States","House","Private room","2","1","2","{Internet,""Wireless Internet"",""Air Conditioning"",Heating}","20","83","9","9","9","9","9","9","f","flexible"
"11966297","https://www.airbnb.com/rooms/11966297","2 Bed/ 2 Bath Condo, Boston MA","63588471","Mount Vernon Street, Boston, MA 02125, United States","Condominium","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","8","97","10","10","10","10","9","9","f","moderate"
"11967208","https://www.airbnb.com/rooms/11967208","1BR West End Apt. near Restaurants","42573767","Staniford Street, Boston, MA 02114, United States","Apartment","Entire home/apt","10","3","3","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"11968079","https://www.airbnb.com/rooms/11968079","Lux Boston 1BR Apt.- Financial Dist","30283594","Washington Street, Boston, MA 02116, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","0","","","","","","","","f","strict"
"11970702","https://www.airbnb.com/rooms/11970702","Seaport With Views! Walk to BCEC !","6201198","West 1st Street, Boston, MA 02127, United States","Condominium","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron}","1","100","10","10","10","10","8","10","f","strict"
"1197857","https://www.airbnb.com/rooms/1197857","Classic 1 bedroom in South End","1444340","Tremont Street, Boston, MA 02118, United States","Apartment","Entire home/apt","4","1","2","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}","63","88","9","9","9","9","9","8","f","strict"
"11980767","https://www.airbnb.com/rooms/11980767","Lovely studio in Back Bay Boston","5241671","Beacon Street, Boston, MA 02215, United States","Apartment","Entire home/apt","4","0","2","{TV,Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,""24-Hour Check-in""}","2","80","10","10","10","10","10","8","f","moderate"
"11981674","https://www.airbnb.com/rooms/11981674","Dowtown Boston 2BR Apt -Opera House","30283594","Washington Street, Boston, MA 02116, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","0","","","","","","","","f","strict"
"11982313","https://www.airbnb.com/rooms/11982313","Dowtown Boston 2BR Apt-Opera House!","30283594","Washington Street, Boston, MA 02116, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","0","","","","","","","","f","flexible"
"11983286","https://www.airbnb.com/rooms/11983286","1 Bedroom in a 2 Bedroom Condo","35275808","Webster Street, Boston, MA 02136, United States","Condominium","Private room","3","1","2","{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron}","63","99","10","10","10","10","9","10","f","strict"
"11983535","https://www.airbnb.com/rooms/11983535","DOWNTOWN BOSTON 2BR APT-OPERA HOUSE","30283594","Washington Street, Boston, MA 02116, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","1","100","8","10","10","10","10","10","f","strict"
"11985521","https://www.airbnb.com/rooms/11985521","Lux Furnished 1BR Boston Apt.+Pool!","30283594","Boylston Street, Boston, MA 02215, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","1","100","10","10","10","10","10","10","f","strict"
"11986653","https://www.airbnb.com/rooms/11986653","S'Till, No Disrespect by the Beach.","25716456","Old Colony Avenue, Boston, MA 02127, United States","Apartment","Private room","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","38","85","9","8","9","9","8","9","f","moderate"
"11987762","https://www.airbnb.com/rooms/11987762","Lux Furnished Boston 2BR Apt+ Pool!","30283594","Boylston Street, Boston, MA 02215, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","1","40","4","6","8","4","8","2","f","strict"
"11990528","https://www.airbnb.com/rooms/11990528","Comfy 1 Bedroom, Centrally Located","958639","Massachusetts Avenue, Boston, MA 02115, United States","Apartment","Entire home/apt","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","3","100","10","10","10","10","10","9","f","flexible"
"11992431","https://www.airbnb.com/rooms/11992431","Queen Bed, Parking, 15 min to BOS","42018686","Harvard Street, Boston, MA 02121, United States","Apartment","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,Iron}","13","100","10","10","10","10","9","10","f","moderate"
"1200502","https://www.airbnb.com/rooms/1200502","Charming Garden Studio In South End","6557340","West Concord Street, Boston, MA 02118, United States","Apartment","Entire home/apt","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","34","87","9","9","8","8","10","9","f","strict"
"12020004","https://www.airbnb.com/rooms/12020004","Beautiful newly renovated apartment","42018686","Harvard St, Boston, MA 02124, United States","Apartment","Entire home/apt","6","2","3","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","4","80","9","9","10","10","7","9","f","moderate"
"12020829","https://www.airbnb.com/rooms/12020829","Back Bay 2 Bedroom near the Pru","18202088","Garrison Street, Boston, MA 02116, United States","Apartment","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","3","87","8","9","7","9","10","9","f","moderate"
"12022134","https://www.airbnb.com/rooms/12022134","Private room in great JP location!","19342870","Hathaway Street, Boston, MA 02130, United States","Apartment","Private room","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","1","100","10","10","10","10","10","10","f","strict"
"12023024","https://www.airbnb.com/rooms/12023024","Cozy room in a well located house","64331842","Newburg Street, Boston, MA 02131, United States","House","Private room","2","1","1","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_50""}","1","80","10","8","8","10","10","10","f","flexible"
"12026868","https://www.airbnb.com/rooms/12026868","Near BU BC B-line Harvard st","44536618","Commonwealth Avenue, Boston, MA, United States","Apartment","Private room","2","1","1","{""Wireless Internet"",Kitchen,""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","2","60","4","2","10","10","6","4","t","flexible"
"1203014","https://www.airbnb.com/rooms/1203014","Modern Townhouse in Hippest 'Hood","6570954","Burnett Street, Boston, MA 02130, United States","Apartment","Private room","2","1","1","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49""}","60","96","10","10","10","10","9","9","f","moderate"
"12033661","https://www.airbnb.com/rooms/12033661","A quiet and sunny room","4852286","Boynton Street, Boston, MA 02130, United States","Bed & Breakfast","Private room","2","1","2","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","10","100","9","9","10","10","10","10","f","flexible"
"12034317","https://www.airbnb.com/rooms/12034317","Charming South End Apartment","2012986","Rutland Street, Boston, MA 02118, United States","Apartment","Entire home/apt","4","1","1","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace""}","1","100","10","10","10","10","10","10","f","moderate"
"12047758","https://www.airbnb.com/rooms/12047758","Boston Harbor View 1 BR Suite","4140161","Park Lane, Boston, MA 02210, United States","Apartment","Entire home/apt","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",Doorman,Gym,""Pets live on this property"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","3","90","10","10","10","8","10","8","f","strict"
"12049787","https://www.airbnb.com/rooms/12049787","Appleton Studio B (M306B) Early Sept DEAL $155/nt","32532791","Appleton Street, Boston, MA 02116, United States","Apartment","Entire home/apt","2","0","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron}","7","88","9","9","9","8","10","9","f","strict"
"12051674","https://www.airbnb.com/rooms/12051674","Amazing Harbor View w/Private Deck","5618949","Webster Street, Boston, MA 02128, United States","Apartment","Entire home/apt","5","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","13","75","8","7","10","10","9","8","f","strict"
"12052288","https://www.airbnb.com/rooms/12052288","The City Cabin - 2 blocks to Subway","31655122","Dalrymple Street, Boston, MA 02130, United States","Apartment","Entire home/apt","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","32","98","10","10","10","10","9","10","t","moderate"
"12052292","https://www.airbnb.com/rooms/12052292","Close to the Redline in Dorchester!","19260037","Leroy Street, Boston, MA 02122, United States","Apartment","Private room","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","1","","","","","","","","f","strict"
"12052820","https://www.airbnb.com/rooms/12052820","1B apt with sofa bed great location","7855516","Allston Street, Boston, MA 02134, United States","Apartment","Entire home/apt","4","1","2","{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}","12","75","8","7","8","9","9","8","f","moderate"
"12067685","https://www.airbnb.com/rooms/12067685","Central sunny apt. (fun rugs)","3981669","Oak Street, Boston, MA 02111, United States","Apartment","Entire home/apt","4","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","2","80","8","7","8","8","9","8","f","flexible"
"12069214","https://www.airbnb.com/rooms/12069214","Downtown - Boston Common view","757253","Boylston Street, Boston, MA 02116, United States","Apartment","Entire home/apt","3","0","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","8","100","10","10","10","10","10","10","f","strict"
"12071820","https://www.airbnb.com/rooms/12071820","Super Cozy Apt - An Artist's Home","64682226","McBride Street, Boston, MA 02130, United States","Apartment","Shared room","2","1","1","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","5","96","10","9","10","10","10","10","f","flexible"
"12072006","https://www.airbnb.com/rooms/12072006","Best Location-Brand New Development","9593553","Seaport Boulevard, Boston, MA 02210, United States","Apartment","Entire home/apt","3","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Laptop Friendly Workspace""}","0","","","","","","","","f","flexible"
"12074204","https://www.airbnb.com/rooms/12074204","Shared apartment in Smith Street","64704565","C Smith St, Boston, MA 02120, United States","Apartment","Shared room","1","1","1","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector""}","1","","","","","","","","f","moderate"
"12081834","https://www.airbnb.com/rooms/12081834","Fantastic Design, Spacious Boston","1827998","Beecher Street, Boston, MA 02130, United States","Apartment","Entire home/apt","4","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","7","94","10","9","10","10","10","9","f","moderate"
"12087989","https://www.airbnb.com/rooms/12087989","Downtown - on the Boston Common","799496","Boylston Street, Boston, MA 02116, United States","Apartment","Entire home/apt","3","0","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","12","98","10","10","10","10","10","9","f","strict"
"12088322","https://www.airbnb.com/rooms/12088322","Furnished Luxury 2BR at West End","30283594","Emerson Place, Boston, MA 02114, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""Hair Dryer"",Iron}","1","80","6","8","10","10","10","6","f","strict"
"12089399","https://www.airbnb.com/rooms/12089399","Furnished Longwood 1BR Apartment.","30283594","Saint Alphonsus Street, Boston, MA 02120, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","0","","","","","","","","f","strict"
"12092499","https://www.airbnb.com/rooms/12092499","Brand New One Bedroom in Back Bay","9410008","Marlborough Street, Boston, MA 02115, United States","Apartment","Entire home/apt","3","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","19","99","10","10","10","10","10","10","t","strict"
"12094488","https://www.airbnb.com/rooms/12094488","Great Spot - South End, 2 BR Condo","64837202","Union Park Street, Boston, MA 02118, United States","Condominium","Entire home/apt","2","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Laptop Friendly Workspace""}","3","100","10","10","10","10","10","10","f","flexible"
"12102482","https://www.airbnb.com/rooms/12102482","Furnished Longwood 1BR Apartment.","30283594","Saint Alphonsus Street, Boston, MA 02120, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo}","0","","","","","","","","f","strict"
"12103501","https://www.airbnb.com/rooms/12103501","Private Room with Airbed","16186589","Geneva Avenue, Boston, MA 02121, United States","Apartment","Private room","1","1","1","{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","4","95","10","10","10","10","10","10","t","moderate"
"12109171","https://www.airbnb.com/rooms/12109171","BOSTON HOME 5 min walk to Train Sta","37892354","Talbot Ave Unit, Boston, MA 02124, United States","Apartment","Entire home/apt","6","3","4","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}","21","95","10","10","10","10","9","9","t","strict"
"12125635","https://www.airbnb.com/rooms/12125635","Minshu's Boston room by subway","57812241","Nixon Street, Boston, MA 02124, United States","Apartment","Private room","2","1","1","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","4","100","10","10","10","10","10","10","f","moderate"
"12126299","https://www.airbnb.com/rooms/12126299","Sunny & Spacious 3 BR, Close to T","115522","Lafield Street, Boston, MA 02122, United States","Apartment","Entire home/apt","6","3","3","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}","2","100","10","10","10","10","9","10","f","moderate"
"12130434","https://www.airbnb.com/rooms/12130434","[1247-2C]Furnished 2BR At The Vesta","25188","Blossom Street, Boston, MA 02114, United States","Apartment","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","2","90","9","8","9","8","10","8","f","super_strict_30"
"1214214","https://www.airbnb.com/rooms/1214214","Breathtaking downtown arty condo","2021429","Tremont Street, Boston, MA 02118, United States","Apartment","Entire home/apt","3","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","1","100","10","8","10","10","10","8","f","strict"
"12143408","https://www.airbnb.com/rooms/12143408","Prime Beacon Hill 1BR Condo","19035416","Chestnut Street, Boston, MA 02108, United States","Apartment","Entire home/apt","2","1","1","{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","4","100","10","10","10","10","10","10","f","flexible"
"12147973","https://www.airbnb.com/rooms/12147973","Sunny Bungalow in the City","31303940","Birch Street, Boston, MA 02131, United States","House","Entire home/apt","4","2","3","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}","0","","","","","","","","f","moderate"
"12154150","https://www.airbnb.com/rooms/12154150","Downtown housing, warm and","20434629","Symphony Road, Boston, MA 02115, United States","Apartment","Private room","1","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Laptop Friendly Workspace""}","0","","","","","","","","t","strict"
"12154934","https://www.airbnb.com/rooms/12154934","Back Bay, Newbury St. 1BR","65268598","Newbury Street, Boston, MA 02115, United States","Apartment","Entire home/apt","3","1","1","{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","31","78","9","8","9","9","10","8","f","strict"
"12175961","https://www.airbnb.com/rooms/12175961","Very Close 2 Red Line with AirBed!","16186589","Welles Avenue, Boston, MA 02124, United States","Apartment","Private room","1","1","1","{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}","1","80","8","6","10","10","4","6","f","moderate"
"12176027","https://www.airbnb.com/rooms/12176027","Private room in spacious house","46984941","Hopedale Street, Boston, MA 02134, United States","House","Private room","2","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",""Laptop Friendly Workspace""}","2","100","8","9","9","8","9","9","f","flexible"
